gradeId,gradeLabel,subjectId,subjectName,competencyId,competencyName,outcomeId,outcomeName,indicatorId,indicatorName,weight,difficulty
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.5,Uses some technological tools available around him/her.,4.5-shapes-and-objects,Shapes and Objects,-0.59,-0.59
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.5,Uses some technological tools available around him/her.,4.5-beginner,Beginner,-0.6,-0.6
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.5,Uses some technological tools available around him/her.,4.5-basic,Basic,-0.61,-0.61
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.5,Uses some technological tools available around him/her.,4.5-simple,Simple,-0.62,-0.62
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.5,Uses some technological tools available around him/her.,4.5-easy,Easy,-0.63,-0.63
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.5,Uses some technological tools available around him/her.,4.5-intermediate,Intermediate,-0.64,-0.64
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.5,Uses some technological tools available around him/her.,4.5-difficult,Difficult,-0.65,-0.65
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.5,Uses some technological tools available around him/her.,4.5-hard,Hard,-0.66,-0.66
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.6,Uses some technological tools available around him/her.,4.6-shape-series,Shape Series,-0.49,-0.49
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.6,Uses some technological tools available around him/her.,4.6-shape-pattern,Shape Pattern,-0.5,-0.5
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,4.6,Uses some technological tools available around him/her.,4.6-succession-in-shapes,Succession in Shapes,-0.51,-0.51
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-shapes-and-objects,Shapes and Objects,-0.15,-0.15
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-3d-shapes,3D Shapes,-0.16,-0.16
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-objects-and-shapes,Objects and Shapes,-0.17,-0.17
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-beginner,Beginner,-0.18,-0.18
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-basic,Basic,-0.19,-0.19
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-simple,Simple,-0.21,-0.21
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-easy,Easy,-0.22,-0.22
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-intermediate,Intermediate,-0.23,-0.23
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-difficult,Difficult,-0.24,-0.24
3,3,math,Mathematics,pre-number-concept,Pre-Number Concept,5.5,Compares and classifies objects/ pictures based on multiple factors and describes them using properties ,5.5-hard,Hard,-0.25,-0.25
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.9,Counts to 10 objects ,3.9-count-objects-basic,Count Objects Basic,-0.66,-0.66
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.9,Counts to 10 objects ,3.9-count-upto-5,Count Upto 5,-0.67,-0.67
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.9,Counts to 10 objects ,3.9-count-upto-5-1,Count Upto 5 -1,-0.68,-0.68
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.9,Counts to 10 objects ,3.9-count-upto-9,Count Upto 9,-0.7,-0.7
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.9,Counts to 10 objects ,3.9-count-objects,Count Objects,-0.71,-0.71
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.9,Counts to 10 objects ,3.9-how-many?,How many?,-0.72,-0.72
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.9,Counts to 10 objects ,3.9-how-many?-1,How many? 1,-0.76,-0.76
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.1,Can count forward and backward from a particular number up to 9 ,3.1-match-numbers-1,Match Numbers 1,-0.26,-0.26
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.1,Can count forward and backward from a particular number up to 9 ,3.1-match-numbers-2,Match Numbers 2,-0.27,-0.27
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.1,Can count forward and backward from a particular number up to 9 ,3.1-number-series,Number Series ,-0.28,-0.28
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.1,Can count forward and backward from a particular number up to 9 ,3.1-number-order-1-5,Number Order 1- 5,-0.29,-0.29
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.1,Can count forward and backward from a particular number up to 9 ,3.1-number-series-1-8,Number Series 1 - 8,-0.3,-0.3
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.1,Can count forward and backward from a particular number up to 9 ,3.1-number-series-1-9,"Number Series 1 - 9
",-0.31,-0.31
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.1,Can count forward and backward from a particular number up to 9 ,3.1-number-series-6-9,Number Series 6 - 9,-0.32,-0.32
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.1,Can count forward and backward from a particular number up to 9 ,3.1-big-to-small,Big to Small,-0.33,-0.33
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.1,Can count forward and backward from a particular number up to 9 ,3.1-count-backwards-1,Count Backwards 1,-0.34,-0.34
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-count-objects-basic,"Count Objects Basic
",-0.41,-0.41
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-count-upto-5,"Count Upto 5
",-0.42,-0.42
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-count-upto-5-1,Count Upto 5 -1;,-0.43,-0.43
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-1,1,-0.44,-0.44
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-2,2,-0.45,-0.45
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-3,3,-0.46,-0.46
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-4,4,-0.47,-0.47
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-5,5,-0.48,-0.48
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-count-upto-9,Count Upto 9;,-0.49,-0.49
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-count,Count,-0.51,-0.51
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-count-objects,Count Objects,-0.52,-0.52
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-how-many?,How many?,-0.53,-0.53
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-how-many?-1,How many? 1,-0.54,-0.54
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-number-names,Number Names,-0.55,-0.55
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-6,6,-0.56,-0.56
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-7,7,-0.57,-0.57
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-8,8,-0.58,-0.58
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.11,Identifies numerals with numbers and writes numerals up to 9 ,3.11-9,9,-0.59,-0.59
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.12,Demonstrates the awareness that things reduce in number and become nil ,3.12-gap,GAP,-0.2,-0.2
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.13,"Compares two numbers up to 10 and uses vocabulary like more than, less than ",3.13-count,Count ,-0.09,-0.09
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.13,"Compares two numbers up to 10 and uses vocabulary like more than, less than ",3.13-more-or-less,More or Less,-0.1,-0.1
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.13,"Compares two numbers up to 10 and uses vocabulary like more than, less than ",3.13-more-or-less-1,More or Less-1,-0.11,-0.11
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.14,Combines two groups up to 9 objects and recounts,3.14-add-1,Add 1,0.06,0.06
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.14,Combines two groups up to 9 objects and recounts,3.14-add-2,Add 2,0.07,0.07
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.14,Combines two groups up to 9 objects and recounts,3.14-add-3-and-4,Add 3 and 4,0.08,0.08
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.14,Combines two groups up to 9 objects and recounts,3.14-quick-addition-1,Quick  Addition 1,0.09,0.09
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.14,Combines two groups up to 9 objects and recounts,3.14-quick-addition-2,Quick  Addition 2,0.11,0.11
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.14,Combines two groups up to 9 objects and recounts,3.14-quick-addition-3,Quick  Addition 3,0.12,0.12
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.14,Combines two groups up to 9 objects and recounts,3.14-count-and-add-1,Count and Add  1,0.13,0.13
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.14,Combines two groups up to 9 objects and recounts,3.14-count-and-add-2,Count and Add  2,0.14,0.14
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.15,Takes out objects from a collection up to 9 objects and recounts,3.15-subtract-1,Subtract 1,0.26,0.26
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.15,Takes out objects from a collection up to 9 objects and recounts,3.15-subtract-2,Subtract 2,0.27,0.27
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.15,Takes out objects from a collection up to 9 objects and recounts,3.15-subtract-3-&-4,Subtract 3 & 4,0.28,0.28
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.15,Takes out objects from a collection up to 9 objects and recounts,3.15-count-&-subtract-1,Count & Subtract 1,0.29,0.29
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.15,Takes out objects from a collection up to 9 objects and recounts,3.15-count-&-subtract-2,Count & Subtract 2,0.31,0.31
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.15,Takes out objects from a collection up to 9 objects and recounts,3.15-speed-subtraction-1,Speed Subtraction 1,0.32,0.32
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.15,Takes out objects from a collection up to 9 objects and recounts,3.15-speed-subtraction-2,Speed Subtraction 2,0.33,0.33
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.15,Takes out objects from a collection up to 9 objects and recounts,3.15-count-and-subtract,Count and Subtract,0.34,0.34
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.26,"Uses vocabulary like half roti / half glass of water, etc. in daily context ",3.26-half,Half,-0.01,-0.01
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.26,"Uses vocabulary like half roti / half glass of water, etc. in daily context ",3.26-parts-&-whole,Parts & whole,0,0
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,3.26,"Uses vocabulary like half roti / half glass of water, etc. in daily context ",3.26-capacity-of-glass,Capacity of Glass,0.01,0.01
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.9,Uses some technological tools available around him/her.,4.9-how-many?,How many?,-0.31,-0.31
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.9,Uses some technological tools available around him/her.,4.9-how-many?-1,How many? 1,-0.29,-0.29
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-puzzle-time,Puzzle Time,0.34,0.34
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-number-series,Number Series,0.35,0.35
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-number-order,Number Order,0.36,0.36
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-match-numbers-1,Match Numbers 1,0.37,0.37
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-match-numbers-2,Match Numbers 2,0.38,0.38
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-match-numbers-3,Match Numbers 3,0.39,0.39
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-match-numbers-4,Match Numbers 4,0.4,0.4
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-match-numbers-5,Match Numbers 5,0.41,0.41
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-number-series-1-8,Number Series 1 - 8,0.42,0.42
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-number-series-6-9,Number Series 6 - 9,0.43,0.43
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-number-series-1-9,Number Series 1 - 9,0.44,0.44
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.1,Counts to 10 objects ,4.1-count-backwards-2,"
Count Backwards 2                                                                                                                                                        ",0.51,0.51
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-how-many?,How many?,-0.16,-0.16
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-how-many?-1,How many? 1,-0.15,-0.15
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-ordinal-counting,Ordinal Counting,-0.14,-0.14
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-ordinal-counting-1,Ordinal Counting-1,-0.13,-0.13
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-ordinal-counting-2,Ordinal Counting-2,-0.12,-0.12
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-number-names-2,Number Names 2,-0.11,-0.11
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-number-names-3,Number Names 3,-0.1,-0.1
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-number-names-4,Number Names 4,-0.09,-0.09
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-number-names-5,Number Names 5,-0.08,-0.08
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-number-names-6,Number Names 6,-0.07,-0.07
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-number-names-7,Number Names 7,-0.06,-0.06
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.11,Identifies numerals with numbers and writes numerals up to 99 ,4.11-number-names-8,Number Names 8,0.01,0.01
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.12,Develops the concept of zero,4.12-0,0,0.2,0.2
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.13,Compares two numbers up to 20 and uses vocabulary like bigger than or smaller than ,4.13-big-&-small-1-20,Big & Small 1-20,0.6,0.6
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.14,Constructs addition facts up to 18 by using concrete objects and applies them in daily life. ,4.14-count-and-add-(1),Count and Add (1),0.47,0.47
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.14,Constructs addition facts up to 18 by using concrete objects and applies them in daily life. ,4.14-count-and-add-(2),Count and Add (2),0.48,0.48
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.14,Constructs addition facts up to 18 by using concrete objects and applies them in daily life. ,4.14-add-1,Add 1,0.49,0.49
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.14,Constructs addition facts up to 18 by using concrete objects and applies them in daily life. ,4.14-add-2,Add 2,0.5,0.5
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.14,Constructs addition facts up to 18 by using concrete objects and applies them in daily life. ,4.14-add-3-and-4,Add 3 and 4,0.51,0.51
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.14,Constructs addition facts up to 18 by using concrete objects and applies them in daily life. ,4.14-statement-sums-1,Statement Sums 1,0.52,0.52
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.14,Constructs addition facts up to 18 by using concrete objects and applies them in daily life. ,4.14-compare-and-add,Compare and Add,0.53,0.53
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.15,Constructs subtraction facts up to 9 by using concrete objects and applies them in daily life. ,4.15-subtract-1,Subtract 1,0.66,0.66
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.15,Constructs subtraction facts up to 9 by using concrete objects and applies them in daily life. ,4.15-subtract-2,Subtract 2,0.67,0.67
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.15,Constructs subtraction facts up to 9 by using concrete objects and applies them in daily life. ,4.15-subtract-3-&-4,Subtract 3 & 4,0.68,0.68
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.15,Constructs subtraction facts up to 9 by using concrete objects and applies them in daily life. ,4.15-count-&-subtract-1,Count & Subtract 1,0.69,0.69
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.15,Constructs subtraction facts up to 9 by using concrete objects and applies them in daily life. ,4.15-count-&-subtract-2,Count & Subtract 2,0.7,0.7
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.15,Constructs subtraction facts up to 9 by using concrete objects and applies them in daily life. ,4.15-subtract-from-10,Subtract From 10,0.71,0.71
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.15,Constructs subtraction facts up to 9 by using concrete objects and applies them in daily life. ,4.15-10s-subtraction,10's Subtraction,0.72,0.72
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.15,Constructs subtraction facts up to 9 by using concrete objects and applies them in daily life. ,4.15-statement-sums-1,Statement Sums 1,0.73,0.73
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.15,Constructs subtraction facts up to 9 by using concrete objects and applies them in daily life. ,4.15-comparison,Comparison,0.74,0.74
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.16,Develops relationship between addition and subtraction of numbers ,4.16-how-many?,How many?,0.79,0.79
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.16,Develops relationship between addition and subtraction of numbers ,4.16-addition-1,Addition 1,0.8,0.8
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.16,Develops relationship between addition and subtraction of numbers ,4.16-subtraction-1,Subtraction 1,0.81,0.81
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.17,"Develops strategies for repeatedly adding numbers up to 10, sum not exceeding 20",4.17-mulitplication-1,Mulitplication 1,0.69,0.69
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.17,"Develops strategies for repeatedly adding numbers up to 10, sum not exceeding 20",4.17-multiplication-2,Multiplication 2,0.71,0.71
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.26,"Identifies the relationship between half and whole using paper folding, daily life context like folding of roti/ sandwich etc.",4.26-parts-&-whole,Parts & Whole,0.38,0.38
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.26,"Identifies the relationship between half and whole using paper folding, daily life context like folding of roti/ sandwich etc.",4.26-parts-&-whole-2,Parts & Whole 2,0.39,0.39
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.26,"Identifies the relationship between half and whole using paper folding, daily life context like folding of roti/ sandwich etc.",4.26-parts-&-whole,Parts & Whole,0.4,0.4
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.26,"Identifies the relationship between half and whole using paper folding, daily life context like folding of roti/ sandwich etc.",4.26-half,Half,0.41,0.41
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,4.26,"Identifies the relationship between half and whole using paper folding, daily life context like folding of roti/ sandwich etc.",4.26-parts-of-whole-1/2,Parts of Whole - 1/2,0.42,0.42
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,5.9,Counts objects up to 100 in group of tens. ,5.9-1-20,1 - 20,0.15,0.15
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,5.9,Counts objects up to 100 in group of tens. ,5.9-21-30,21 - 30,0.16,0.16
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,5.9,Counts objects up to 100 in group of tens. ,5.9-31-40,31 - 40,0.17,0.17
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,5.9,Counts objects up to 100 in group of tens. ,5.9-41-50,41 - 50,0.18,0.18
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,5.9,Counts objects up to 100 in group of tens. ,5.9-51-60,51 - 60,0.19,0.19
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,5.9,Counts objects up to 100 in group of tens. ,5.9-61-70,61 - 70,0.2,0.2
3,3,math,Mathematics,numbers-and-num-ops,Numbers and NumOps,5.9,Counts objects up to 100 in group of tens. ,5.9-71-80,71 - 80,0.21,0.21
